id,original_title,title,original_language,overview,release_date,popularity,vote_average,budget,revenue,runtime,genre_names,collection,collection_name,release_year,release_month,release_day
10066,House of Wax,House of Wax,en,group unwitting teens stranded near strange wax museum soon must fight survive keep becoming exhibit.,2005-04-30,63.255,5.9,40000000,68766121,113,"Horror, Thriller",,,2005,4,30
581392,반도,Peninsula,ko,soldier team battle hordes post-apocalyptic zombies wastelands korean peninsula.,2020-07-15,62.868,6.8,17000000,39657073,116,"Action, Horror, Thriller",619537.0,Train to Busan Collection,2020,7,15
9792,The Hills Have Eyes,The Hills Have Eyes,en,"based wes craven's 1977 suspenseful cult classic, hills eyes story family road trip goes terrifyingly awry travelers become stranded government atomic zone. miles nowhere, carter family soon realizes seemingly uninhabited wasteland actually breeding ground blood-thirsty mutant family...and prey.",2006-03-10,62.574,6.4,15000000,69623713,107,"Horror, Thriller",8918.0,The Hills Have Eyes (Reboot) Collection,2006,3,10
565028,Candyman,Candyman,en,"anthony partner move loft now gentrified cabrini-green. chance encounter old-timer exposes anthony true story behind candyman, unknowingly opens door complex past unravels own sanity unleashes terrifying wave violence.",2021-08-25,62.465,6.1,25000000,77389310,91,"Horror, Mystery, Thriller",98580.0,Candyman Collection,2021,8,25
11284,Freddy's Dead: The Final Nightmare,Freddy's Dead: The Final Nightmare,en,"just you thought safe sleep, freddy krueger returns sixth installment nightmare elm street films, psychologist maggie burroughs, tormented recurring nightmares, meets patient same horrific dreams. quest answers leads certain house elm street -- where nightmares become reality.",1991-09-05,61.784,5.3,11000000,34900000,89,"Horror, Thriller",8581.0,A Nightmare on Elm Street Collection,1991,9,5
13207,Friday the 13th,Friday the 13th,en,group young adults visit boarded campsite named crystal lake where soon encounter mysterious jason voorhees deadly intentions.,2009-02-11,61.753,5.8,19000000,91509154,97,Horror,,,2009,2,11
238636,The Purge: Anarchy,The Purge: Anarchy,en,"night per year, government sanctions 12-hour period which citizens can commit any crime wish -- including murder -- without fear punishment or imprisonment. leo, sergeant lost son, plans vigilante mission revenge during mayhem. however, instead death-dealing avenger, becomes unexpected protector four innocent strangers desperately need help if survive night.",2014-07-17,61.71,6.7,9000000,111928365,104,"Horror, Thriller",256322.0,The Purge Collection,2014,7,17
348,Alien,Alien,en,"during its return earth, commercial spaceship nostromo intercepts distress signal distant planet. three-member team crew discovers chamber containing thousands eggs planet, creature inside eggs attacks explorer. entire crew unaware impending nightmare set descend upon alien parasite planted inside its unfortunate host birthed.",1979-05-25,60.982,8.1,11000000,104931801,117,"Horror, Science Fiction",8091.0,Alien Collection,1979,5,25
585216,Escape Room: Tournament of Champions,Escape Room: Tournament of Champions,en,"six people unwittingly find themselves locked another series escape rooms, slowly uncovering what common survive discover all games they've played before.",2021-07-01,60.72,6.7,15000000,44888959,88,"Horror, Mystery, Thriller",769423.0,Escape Room Collection,2021,7,1
19994,Jennifer's Body,Jennifer's Body,en,"jennifer, gorgeous, seductive cheerleader takes evil whole new level she's possessed sinister demon. now it's best friend stop jennifer's reign terror before it's too late.",2009-09-18,60.685,5.8,16000000,31556061,107,"Comedy, Horror",,,2009,9,18
215,Saw II,Saw II,en,"new murder victim discovered all signs jigsaw's hand, detective eric matthews begins full investigation apprehends jigsaw little effort. jigsaw, getting caught just another part plan. eight more victims already fighting lives now it's time matthews join game.",2005-10-28,60.408,6.6,4000000,147748505,89,Horror,656.0,Saw Collection,2005,10,28
523931,Megalodon,Megalodon,en,"military vessel search unidentified submersible finds themselves face face giant shark, forced use only what board defend themselves monstrous beast.",2018-08-10,60.183,5.7,130178,5303,90,"Action, Horror, Science Fiction, TV Movie",870234.0,Megalodon Collection,2018,8,10
24150,Halloween II,Halloween II,en,"laurie strode struggles come terms brother michael's deadly return haddonfield, illinois. meanwhile, michael prepares another reunion sister.",2009-08-28,59.789,5.4,10000000,39421467,105,Horror,126209.0,Halloween (Rob Zombie Series) Collection,2009,8,28
16871,Drag Me to Hell,Drag Me to Hell,en,"denying extension needs keep home, loan officer christine brown sees once-promising life take startling turn worse. christine convinced she's been cursed gypsy, boyfriend skeptical. only hope seems lie psychic claims can help lift curse keep soul being dragged straight hell.",2009-03-15,59.708,6.4,30000000,90810892,99,"Horror, Thriller",,,2009,3,15
14001,Dead Silence,Dead Silence,en,"jamie returns hometown search answers wife's murder, which occurred receiving weird package containing ventriloquist dummy named billy, which may linked legend ventriloquist mary shaw. destined find truth, jamie goes town raven's fair, where shaw used perform buried. jamie more than expected.",2007-03-16,59.495,6.4,20000000,22217407,89,Horror,,,2007,3,16
214,Saw III,Saw III,en,"jigsaw disappeared. along new apprentice amanda, puppet-master behind cruel, intricate games terrified community baffled police once again eluded capture vanished. while city detective scramble locate him, doctor lynn denlon jeff reinhart unaware about become latest pawns vicious chessboard.",2006-10-27,59.343,6.4,10000000,164874275,114,"Crime, Horror, Thriller",656.0,Saw Collection,2006,10,27
4488,Friday the 13th,Friday the 13th,en,camp counselors stalked murdered unknown assailant while trying reopen summer camp site child's drowning.,1980-05-09,58.957,6.4,550000,59754601,95,Horror,9735.0,Friday the 13th Collection,1980,5,9
530385,Midsommar,Midsommar,en,"several friends travel sweden study anthropologists summer festival held every ninety years remote hometown them. what begins dream vacation place where sun never sets, gradually turns dark nightmare mysterious inhabitants invite participate disturbing festive activities.",2019-07-03,58.67,7.1,9000000,47980982,147,"Drama, Horror, Mystery",,,2019,7,3
338967,Zombieland: Double Tap,Zombieland: Double Tap,en,"columbus, tallahassee, wichita, little rock move american heartland face off against evolved zombies, fellow survivors, growing pains snarky makeshift family.",2019-10-09,58.248,7.0,42000000,122801777,99,"Comedy, Horror",537982.0,Zombieland Collection,2019,10,9
11361,Halloween 5: The Revenge of Michael Myers,Halloween 5: The Revenge of Michael Myers,en,"presumed dead shoot-out haddonfield police, michael myers secretly nursed back health -- returns year later kill again once more targets young niece, jamie. jamie now recovering local children's hospital attacking stepmother losing voice. mental link evil uncle may key uprooting family tree.",1989-10-12,58.22,5.4,3000000,11642254,97,"Horror, Thriller",91361.0,Halloween Collection,1989,10,12
36647,Blade,Blade,en,"daywalker known ""blade"" - half-vampire, half-mortal - becomes protector humanity against underground army vampires.",1998-08-21,57.899,6.7,45000000,131183530,121,"Action, Horror",735.0,Blade Collection,1998,8,21
43947,I Spit on Your Grave,I Spit on Your Grave,en,"jennifer writer working new novel and, needing get city finish it, hires riverside apartment upstate new york finish book—attracting attention number rowdy male locals.",2010-06-17,57.811,6.5,2000000,572809,108,"Crime, Horror, Thriller",219691.0,I Spit on Your Grave Collection,2010,6,17
30497,The Texas Chain Saw Massacre,The Texas Chain Saw Massacre,en,"sally hears grandfather's grave may been vandalized, paraplegic brother, franklin, set friends investigate. detour family's old farmhouse, discover group crazed, murderous outcasts living door. group attacked chainsaw-wielding leatherface, wears mask human skin, survivors must do everything can escape.",1974-10-01,57.809,7.3,85000,30900000,83,Horror,111751.0,Texas Chainsaw Massacre Collection,1974,10,1
22970,The Cabin in the Woods,The Cabin in the Woods,en,"five friends go break remote cabin, where get more than bargained for, discovering truth behind cabin woods.",2012-04-12,57.429,6.6,30000000,71041255,95,"Fantasy, Horror",,,2012,4,12
1091,The Thing,The Thing,en,"members american scientific research outpost antarctica find themselves battling parasitic alien organism capable perfectly imitating its victims. soon discover task harder than thought, don't know which members team already been assimilated paranoia threatens tear apart.",1982-06-25,56.545,8.0,15000000,19629760,109,"Horror, Mystery, Science Fiction",479888.0,The Thing Collection,1982,6,25
406563,Insidious: The Last Key,Insidious: The Last Key,en,"parapsychologist elise rainier team travel five keys, nm, investigate man’s claim haunting. terror soon strikes rainier realizes house lives family’s old home.",2018-01-03,56.103,6.2,10000000,167184112,103,"Horror, Mystery, Thriller",228446.0,Insidious Collection,2018,1,3
72571,Paranormal Activity 3,Paranormal Activity 3,en,"1988, young sisters katie kristi befriend invisible entity resides home.",2011-10-19,55.508,5.9,5000000,207039844,94,"Horror, Mystery",41437.0,Paranormal Activity Collection,2011,10,19
663,Saw IV,Saw IV,en,"jigsaw apprentice amanda dead. now, upon news detective kerry's murder, seasoned fbi profilers, agent strahm agent perez, arrive terrified community assist veteran detective hoffman sifting through jigsaw's latest grisly remains piecing together puzzle. however, swat commander rigg abducted thrust game, last officer untouched jigsaw ninety minutes overcome series demented traps save old friend...or face deadly consequences.",2007-10-25,54.942,6.2,10000000,139352633,96,"Crime, Horror, Thriller",656.0,Saw Collection,2007,10,25
300668,Annihilation,Annihilation,en,"biologist signs dangerous, secret expedition mysterious zone where laws nature don't apply.",2018-02-22,53.42,6.4,40000000,43070915,115,"Horror, Science Fiction",,,2018,2,22
340102,The New Mutants,The New Mutants,en,"five young mutants, just discovering abilities while held secret facility against will, fight escape past sins save themselves.",2020-08-26,53.323,6.2,67000000,49169594,94,"Action, Horror, Mystery, Science Fiction",,,2020,8,26
9793,The Hills Have Eyes 2,The Hills Have Eyes 2,en,group national guard trainees find themselves battling against vicious group mutants last day training desert.,2007-03-22,53.301,5.5,15000000,37697773,89,"Horror, Thriller",8918.0,The Hills Have Eyes (Reboot) Collection,2007,3,22
1562,28 Weeks Later,28 Weeks Later,en,"inhabitants british isles lost battle against onslaught disease, deadly rage virus killed every citizen there. six months later, group americans dare set foot isles, convinced danger come gone. soon becomes all too clear scourge continues live, waiting pounce its victims.",2007-04-26,53.104,6.6,15000000,65048678,100,"Horror, Science Fiction, Thriller",1565.0,28 Days/Weeks Later Collection,2007,4,26
300669,Don't Breathe,Don't Breathe,en,group teens break blind man's home thinking they'll get away perfect crime. they're wrong.,2016-06-08,53.069,7.0,9900000,159047649,89,"Horror, Thriller",748919.0,Don't Breathe Collection,2016,6,8
